"accession_name","branch_number","carotenoid1_8","DM_gravity","DM_yield_ha","germination_perc","height","height_1st_branch","height_wt_leaf","lodging1_3","plant_type","root_constriction1_3","root_length1_3","root_number","root_number_commercial","root_peduncle1_3","root_shape1_6","root_skin_color1_3","root_type1_5","root_weight_plot","thrips1_5","vigor1_5","yield_ha","BLUEs_WAB_20min_10mon","BLUEs_WAB_30min_10mon","BLUEs_carotenoidtotal","BLUEs_betacarotenoid_nirs","BLUEs_DM_nirs","BLUEs_ave_WAB","BLUPs_WAB_20min_10mon","BLUPs_WAB_30min_10mon","BLUPs_carotenoidtotal","BLUPs_betacarotenoid_nirs","BLUPs_DM_nirs","BLUPs_ave_WAB"
"GM14270A-4",2.22,1.99,28.87,4.63,95.16,207.08,131.08,34.77,1.42,3.57,1.04,2.52,24.14,11.5,1.18,2.42,2.83,2.38,6.27,1.15,4.31,15.42,5.3,17.1,1.4,1,43.2,9.4,8.8,21.8,1,0.7,43.1,15.5
"GM14270A-6",1.57,2.02,28.14,5.52,95.2,224.51,82.03,44.53,1.4,3.55,1.05,2.25,23.59,9.61,1.12,2.39,2.71,2.39,7.27,1.12,4.32,17.95,4.9,11.2,1.2,1,44,6.8,7.9,17.1,1.3,0.9,43.6,12.5
"GM14270A-8",1.94,2.02,30.02,3.75,97.78,223.21,99.22,38.77,1.92,3.6,1.05,2.22,20.78,10.55,1.14,2.59,2.78,2.55,4.9,1.1,4.32,11.96,2,4.8,1.5,1.2,40.5,2.2,5.5,11.7,1.6,1.1,40.5,8.6
"GM14270A-9",3.63,1.99,30.32,4.86,94.82,261.02,96.25,44.58,2.25,3.71,1.04,2.25,23.06,12.49,1.1,2.4,2.83,1.99,6.13,1.13,4.34,15.06,6.8,16.5,1.7,2.1,40.7,11.1,6.1,14.8,1.4,1.5,40.7,10.5
"GM14273A-1",1.01,2,24.25,1.96,95.35,227.69,176.29,54.65,1.4,2.47,1.05,2.23,18.79,7.05,1.23,2.63,2.82,3.27,3.23,1.14,4.34,7.77,22.5,30.4,2,1.8,37.8,26,17.8,27.7,1.5,1,38.6,22.6
"GM14273A-2",1.2,2.01,29.04,4.1,96.9,239.56,105.42,46.68,1.87,3.13,1.05,2.22,18.57,8.77,1.14,2.61,2.85,2.53,5.58,1.07,4.32,13.69,5.3,17.8,1.4,1.1,41.7,9,7.9,18.7,1.4,1,41.2,13.4
"GM14273A-3",2.87,2,27.95,5.32,94.59,229.74,123.72,51.1,1.81,2.96,1.04,2.26,24.05,10.49,1.12,2.63,2.81,2.39,7.07,1.11,4.31,17.45,11.1,31.9,0.2,0.5,42.2,21.8,8.1,22.8,1,0.8,42.1,15.2
"GM14273A-4",0.59,2.08,29.52,5.02,95.07,240.51,224.97,53.17,1.21,2,1.05,2.22,19.65,11.6,1.12,2.39,2.89,2.36,6.43,1.2,4.29,15.82,7.4,29.7,0.4,0.4,41.6,17.1,8.4,26.4,0.6,0.4,41.4,17.4
"GM14273A-5",0.28,2.04,26.6,2.94,94.54,237.22,226.07,43.08,1.33,2.98,1.05,2.26,18.17,8.83,1.11,2.39,2.82,2.41,4.22,2.97,4.3,10.25,7.4,20.8,1.6,0.8,41.1,13.6,6.9,16.7,1.1,0.8,41.4,11.8
"GM14273A-9",1.82,2.48,26.34,4.23,93.7,243.79,162.94,38.82,1.31,2.03,1.05,2.49,17.99,8.97,1.33,2.57,2.91,2.37,6.02,1.22,4.22,14.8,9.7,21.1,1.8,1,41.7,16.6,11.2,26.2,1.4,0.8,40.7,18.7
"GM14301B-1",2.58,1.97,26.27,1.5,89.53,207.98,109.8,46.03,2.31,3.39,1.05,2.25,13.66,4.18,1.14,2.34,1.02,3.36,2.3,1.12,4.05,5.43, , , , , , , , , , , , 
"GM14303B-7",2.74,2.08,28.08,2.29,88.55,220.2,102.53,37.63,1.87,3.57,1.05,2.25,16.59,6.43,1.14,2.59,2.8,3.3,3.26,1.14,4.18,7.85, , , , , , , , , , , , 
"GM14306A-2",0.35,2.03,26.33,2.64,95.6,225.22,200.29,53.73,1.86,2.53,1.05,2.22,17.76,8.87,1.22,2.61,2.82,2.89,4.05,1.15,4.32,9.84,12.1,31.4,1.5,0.4,38.7,21.9,9.1,25,1.4,0.6,38.8,17.1
"GM14306A-6",0.14,2.02,30.02,2.35,97.59,217.6,188.98,52.66,1.5,2.66,1.05,2.22,18.97,7.34,1.24,2.59,2.77,2.96,3.28,1.09,4.09,7.9, , ,1.4,0.7,42.5, , , ,1.3,0.7,42.4, 
"GM14306A-7",-0.01,2.42,26.05,2.02,94.38,223.94,204.43,49.03,2.29,3.49,1.05,2.24,15.56,6.92,1.15,2.63,2.78,2.49,3.09,1.08,4.3,7.42, , , , , , , , , , , , 
"GM14312B-10",2.18,2.02,28.93,3.98,94.99,242.12,139.27,45.07,1.83,2.67,1.04,2.25,25.26,7.49,1.22,2.63,2.72,2.38,5.15,1.12,4.31,12.61,7.5,29.6,1.6,1.3,42.7,18,6.3,22.3,1.5,1.2,42.7,14.5
"GM14312B-9",2.76,2.08,26.75,4.86,95.38,231.85,145.37,45.88,1.41,2.7,1.05,2.26,22.76,9.68,1.14,2.36,2.78,2.08,6.72,1.15,4.28,16.55, , ,0.5,0.1,39.8, , , ,0.5,0.3,39.9, 
"GM14359A-1",1.05,2.03,30.22,5.27,94.36,211.38,133.73,40.88,1.36,2.58,1.05,2.23,19.87,10.16,1.13,2.59,2.84,2.12,6.59,1.2,4.31,16.23,5.6,15.2,1.5,1.1,43.2,9.9,6.3,14.8,1.5,1.1,43.4,10.5
"GM14359A-4",3.21,1.98,29.32,2.68,93.75,189.99,110.51,37.2,1.32,4.12,1.05,2.23,18.37,7.1,1.15,2.66,1.03,3.32,3.47,1.04,4.28,8.36,11.8,32.5,1.8,1.3,40.1,22,9.5,23.9,1.9,1.3,40.2,16.6
"GM14359A-5",0.18,2.41,27.04,3.12,97.81,215.76,184.16,42.96,1.49,2.62,1.05,2.23,19.93,8.48,1.14,2.59,1.02,2.97,4.45,2.96,4.24,10.84,8.2,24.4,0.8,1.2,41.6,16.3,8.2,23.1,1.1,1.1,41.4,15.8
"GM14363A-1",0.64,2.02,28.87,1.88,78.96,202.75,146.32,36.49,1.38,4.1,1.05,1.94,15.05,4.79,1.24,2.35,2.83,3.28,2.49,1.21,4.23,5.91,3.3,14.5,1.5,0.9,43.1,7.1,5.4,15.3,1.4,0.8,42.6,10.4
"GM14363A-4",0.31,2.05,29.84,3.72,95.97,204.85,162.6,40.97,1.57,3.02,1.05,2.23,18.33,8.77,1.15,2.59,1.91,2.95,4.83,1.13,4.19,11.8,9.2,39.1,1.9,1.6,40.2,24.5,9.1,34.5,1.7,1.4,40.5,21.9
"GM14363A-5",0.31,2.09,27.68,3.81,96.12,212.03,176.51,46.96,1.52,2.52,1.05,2.23,21.27,9.15,1.14,2.36,2.8,2.89,5.11,1.14,4.37,12.51,8.1,28.3,1.5,1.1,40.4,17.3,8.4,23.4,1.4,1,40.9,16.2
"GM14364A-2",2.84,2,28.63,3.52,94.77,245.56,88.11,37.3,2.23,3.45,1.04,2.25,20.42,9.79,1.12,2.63,0.97,2.4,4.7,1.11,4.32,11.46,2.9,7.9,1.2,1,42.2,5.8,6.2,14.4,0.8,0.7,41.8,10.3
"GM14364A-5",2.21,2.03,29.1,3.67,94.82,226.6,153.1,46.98,1.81,2.63,1.05,2.23,19.88,9.34,1.13,2.36,2.84,2.52,4.93,1.19,4.29,12.06, , , , , , , , , , , , 
"GM14364A-6",3.84,2.08,27.47,4.09,96.1,207.62,94.43,38.48,1.54,3.43,1.05,2.23,20.65,10.88,1.14,2.37,2.8,2.46,5.57,1.13,4.34,13.66,13.8,27.7,1.5,1.3,42.6,21,12.7,24.4,1.4,1.1,42.4,18.5
"GM14364A-8",3.05,1.96,26.2,4.04,96.41,210.97,112.46,37.97,1.51,3.46,1.05,2.25,20.93,8.69,1.14,2.59,1.01,2.52,6.04,1.08,4.34,14.84,4.5,15.2,0.5,0.2,36.3,9.9,6.4,18.3,0.5,0.3,36.7,12.3
"GM14368A-10",2.68,2.06,31.64,5.24,95.74,236.24,136.21,49.88,1.81,2.56,1.05,2.52,22.8,11.97,1.33,2.6,2.83,2.9,6.22,1.16,4.32,15.29,6.1,8.6,1.9,1.6,43.9,7.4,6.2,12.3,1.8,1.4,44,9.3
"GM14368A-5",2.31,1.96,31.86,8.37,95.66,228.56,117.17,43.39, ,3.46,1.05,2.53,27.02,15.88,1.15,2.61,2.76,2.1,9.41,1.06,4.3,23.32,18.8,33.3,1.8,1.2,42.4,27.1,15,30.9,1.6,1.1,42.2,22.7
"GM14368A-6",0.34,2.08,30.27,3.65,88.86,221.54,192.97,58.62,1.92,2.66,1.05,2.25,19.18,11.33,1.14,2.6,2.79,2.03,4.62,1.12,4.11,11.27, , , , , , , , , , , , 
"GM14368A-7",0.41,2.01,30.13,4.21,95.83,224.56,190.91,49.99,1.47,2.65,1.05,2.21,22.31,9.62,1.13,2.61,2.83,2.44,5.34,1.17,4.34,13.08,16.1,40.1,0.9,0.8,41.8,26.9,15.3,34.1,1.1,0.8,41.7,24.6
"GM14368A-9",1.19,2.07,30.88,5.76,93.58,205.5,136.34,39.86,1.31,2.57,1.05,2.25,25.92,11.91,1.12,2.4,2.79,2.45,6.79,1.06,4.3,16.74,7,21,1.5,1.3,43.7,11.8,9,21,1.5,1,43.4,14.9
"GM14384A-2",1.78,2.04,28.03,3.91,94.5,244.64,166.29,43.61,2.3,3.43,1.05,2.24,16.5,8.55,1.15,2.63,2.68,2.9,5.48,1.08,4.3,13.42,10.9,20.5,1.4,1,44.4,15.7,6,12.2,1.5,1.1,44.1,9
"GM14384A-3",0.61,2.01,31.02,3.49,95.59,216.53,187.7,43.85,1.8,2.53,1.04,1.97,19.41,8.18,1.1,2.64,2.84,3.23,4.37,1.17,4.22,10.63,4.9,20.3,2.1,1.4,44.1,11.6,6.1,18.5,2,1.3,44.4,12.5
"GM14384A-4",1.48,2.04,28.44,3.22,94.85,234.46,173.37,42.68,1.77,2.48,1.05,2.25,18.82,8.78,1.12,2.39,2.71,2.42,4.52,1.12,4.31,11.02,8.6,21.1,1.2,0.7,40.5,14.5,6,14.8,1.2,0.9,40.9,10.5
"GM14384A-5",0.2,2.37,29.35,3.72,95.64,227.46,201.41,53.49,1.48,2.77,1.05,2.23,23.17,8.4,1.14,2.36,2.76,2.94,4.89,2.01,4.33,11.95, , ,1.1,0.7,41.6, , , ,1.4,0.9,41.6, 
"GM14384A-7",0.6,2.01,28.59,3.02,94.39,222.48,178.72,46.58,1.38,2.21,1.09,2.22,17.57,6.99,1.23,2.36,2.86,2.87,3.91,1.2,4.33,9.49,5.1,13.2,1.3,1,41.4,10.3,7.4,19.7,1,0.8,40.7,13.6
"GM14384A-8",2.57,2.33,29.63,5.27,96.08,215.24,133.1,49.11,1.44,2.93,1.05,2.52,19.91,7,1.23,2.57,2.76,2.57,7.12,1.15,4.25,17.57,7.1,12.8,1.8,1.2,42.6,9.9,5.5,11.9,1.5,1,42.8,8.8
"GM14459A-10",0.37,2.37,27.07,3.23,95.44,223.2,187.76,51.42,1.4,3.23,1.05,1.96,25.96,9.65,1.13,2.14,2.75,2.97,4.72,1.14,4.26,11.51,10.4,24.2,1.3,0.1,41.3,16.9,8.3,18.7,1.3,0.4,41.3,13.5
"GM14459A-8",0,2.45,27.68,3.26,93.5,238.93,236.27,51.32,1.31,2.55,1.05,2.25,27.96,6.84,1.12,2.64,1.04,2.85,4.88,1.06,4.32,11.93,11.1,23.4,1,0.4,39.9,17.5,10.7,22.3,0.9,0.3,40.5,16.4
"GM14461A-2",2.04,1.96,28.57,4.26,94.81,244.54,150.24,44.56,1.81,3.44,1.05,2.24,21.78,7.69,1.15,2.65,2.76,2.51,5.78,1.04,4.29,14.2,3.9,8.3,0.6,0.4,40.4,5,5.2,9.8,0.7,0.4,41.5,7.5
"GM14461A-4",2.5,1.99,29.35,2.81,94.69,226.41,126.68,40.18,1.4,3.24,1.04,2.25,16.94,8.45,1.1,2.63,2.84,2.39,3.65,1.13,4.19,8.83, , , , , , , , , , , , 
"GM14461A-5",2.2,2,29.34,5.31,95.39,207.29,128.55,38.71,1.4,2.48,1.05,2.23,22.92,9.18,1.13,2.39,2.82,2.44,6.84,1.15,4.21,16.86,4.3,14.6,0.8,0.4,39.2,8,6.1,14.9,0.8,0.4,39.4,10.5
"GM14461A-6",3.57,2.04,28.81,4.95,95.36,235.77,89.05,44.28,1.66,3.46,1.05,2.24,25.69,9.27,1.2,2.41,2.91,2.77,6.74,1.18,4.35,16.61,10.8,23.2,1.4,1.1,39.4,16.5,9.2,20.1,1.2,0.8,39.7,14.7
"GM14461A-8",0.21,1.96,29,2.46,96.95,206.24,174.53,38.73,1.49,2.45,1.05,2.26,18.46,6.11,1.14,2.57,2.75,2.94,3.5,1.11,4.09,8.44,2.4,11.2,0.6,0.7,36.9,7.7,5.1,16.2,0.7,0.8,37,10.6
"GM14463A-4",0.32,2.75,28.67,4.16,95.98,234.94,208.67,46.81,1.44,2.25,1.05,2.23,21.05,8.76,1.14,2.35,2.81,2.55,5.41,1.12,4.28,13.27,5.7,11.4,4.7,2.7,37.5,12.1,5.8,18.1,4.1,2.2,37.8,11.8
"GM14463A-7",0.9,2.08,35.32,2.78,96.13,206.2,93.38,46.98,1.53,3.44,1.05,2.23,17.62,7.88,1.14,2.36,2.8,2.89,3.38,1.14,4.21,8.15,3.3,8.2,0.9,0.4,44.6,5.5,5.6,13.4,0.7,0.4,44.2,9.5
"GM14463A-8",0.03,2.07,28.8,4.67,93.67,236.16,231.01,50.01,1.31,2.55,1.05,2.25,23.83,8.77,1.12,2.4,1.04,2.45,6.21,1.07,4.31,15.27,5.4,9.7,0.9,0.6,40.3,8.6,6.6,14,0.8,0.6,40.3,10.2
"GM14469A-1",2.73,2.08,25.99,3.97,88.7,231.32,129.4,38.71,1.89,3.13,1.05,2.25,22.96,12.03,1.14,2.59,2.79,2.46,5.6,1.13,4.17,13.74,7.5,25.8,0.9,0.8,41.3,16.2,8,25.7,1,0.6,41,16.8
"GM14469A-3",1.71,2.07,28.63,3.35,94.23,216.63,148.05,45.04,1.36,2.48,1.05,1.97,18.89,7.37,1.14,2.64,2.78,2.8,4.56,1.06,4.18,11.11,5.8,12.6,1.8,1,39.2,10.9,5.7,15.7,1.7,1,39,10.7
"GM14469A-4",3.52,2.45,26.94,3.79,95.2,206.58,89.63,35.79,1.2,3.38,1.05,2.23,20.95,9.72,1.12,2.63,2.89,2.77,5.44,1.19,4.33,13.33,16.2,43.3,1.7,1.1,41.7,28.8,12.2,33.7,1.4,1.1,41.8,22.8
"GM14469A-5",2.14,2.03,28.08,4.18,95.57,207.33,138.27,40.55,1.43,2.55,1.05,2.22,20.93,8.35,1.22,2.62,2.76,2.05,5.82,1.15,4.32,14.29,31.3,43.3,0.5,0.6,38,37.5,27.2,37.4,0.3,0.3,38.9,31.8
"GM14469A-9",1.66,2.38,26.46,2.87,94.59,205.22,127.77,42.79,1.36,3,1.05,2.21,17.79,8.82,1.12,2.38,2.85,2.46,4.15,1.19,4.2,10.08,18.6,34.9,0.1,0.2,35,27,13.2,24.5,0.5,0.5,35.5,18.7
"GM14470B-3",1.16,2.03,30.41,3.73,95.56,202.71,107.18,44.74,1.33,3.38,1.05,2.22,21.64,8.23,1.12,2.38,2.87,2.79,4.65,1.17,4.34,11.34,7.8,21,0.8,0.8,45.7,14,8.1,20.4,1.2,0.9,45,14.1
"GM14470B-8",1.4,1.99,30.16,6.37,95.82,241.87,157.32,48.17,1.48,2.74,1.05,2.23,24.42,11.7,1.14,2.36,2.76,2.11,7.83,1.09,4.33,19.35,4.3,14.4,1.7,1.5,42.8,9.5,5.3,14.8,1.6,1.3,42.4,10
"GM14544B-3",2.72,2.03,27.63,4.23,95.54,208.61,131.22,39.13,1.43,3.03,1.05,2.22,19.45,9.63,1.12,2.62,2.82,2.04,5.86,1.15,4.32,14.39,7.1,23.5,1.1,0.8,38.3,16.1,7.4,23.3,1,0.7,38.8,15.4
"GM14548A-1",2.28,2,27.03,4.3,94.48,235.74,147.41,54.4,1.39,2.04,1.04,2.26,17.84,10.81,1.12,2.63,2.81,2.39,6.25,1.1,4.32,15.37,19.3,32.4,1.1,0.9,44.1,24.1,18.1,28.7,1.1,0.8,43.9,23.1
"GM14548A-5",0.7,2.43,26.29,2.12,93.26,196.25,149.33,39.9,1.81,3.33,1.05,2.23,17.27,6.09,1.14,2.55,2.9,3.2,3.11,2.12,4.36,7.47,12.9,15.4,1.4,1,43.3,16.3,13.1,21.6,1.1,0.8,42.6,17.1
"GM14548A-6",1.21,1.96,27,3.84,96.06,250.39,217.12,53.79,1.91,2.48,1.05,2.25,21.49,7.05,1.15,2.6,2.75,2.93,5.67,1.07,4.33,13.92,15.3,29.9,0.5,1.1,39,22.3,11.1,23.7,0.4,0.4,39.6,17.3
"GM14548A-7",2.43,2.04,24.03,3.1,94.74,245.11,165.18,44.08,1.89,2.55,1.05,2.24,20.66,10.01,1.15,2.62,2.78,2.08,5.13,1.09,4.28,12.56,8.9,26.5,1.2,0.5,43.3,17.5,8.2,21.4,1,0.7,43.2,14.8
"GM14548A-8",2.07,2.07,26.5,4.19,96.25,237.9,166.71,47.53,1.51,2.62,1.05,2.25,21.79,10.69,1.14,2.6,2.8,2.43,6.19,1.1,4.35,15.21,10.7,27.2,1.2,1.3,44.1,19.5,8,22.6,1.6,1.5,43.1,15.2
"GM14548A-9",2.67,2,25.7,2.09,95.34,243.6,126.77,41.56,1.81,2.78,1.05,2.24,18.17,5.93,1.32,2.57,1.98,2.97,3.55,1.15,4.27,8.57,9.6,21.9,1,0.6,43.3,15.6,8.9,19.6,0.9,0.8,43.1,14.2
"GM14549A-2",1.66,2.03,29.05,4.31,94.05,225.83,88.37,49.41,1.78,3.54,1.05,2.24,23.96,8.98,1.23,2.36,1.18,2.54,6.05,2.13,4.21,14.88,3.8,1.4,1.2,0.7,42.6,6.1,6.2,13.8,0.7,0.4,41.5,10
"GM14549A-3",0.86,1.97,29.62,1.85,96.4,229.48,162.8,47.96,1.86,2.51,1.05,2.25,16.12,5.24,1.32,2.57,2.75,2.96,2.75,1.14,4.25,6.56,3.5,9.6,1.2,1.4,41.1,5.9,5,11.6,1.2,1.3,41.7,8.4
"GM14549A-7",1.78,2.42,30.13,4.51,94.9,227.45,109.09,40.57,1.35,2.47,1.05,2.22,24.56,10.66,1.13,2.59,2.87,2.39,5.48,1.19,4.33,13.44,4.2,8.6,1.2,1,40.1,6.8,3.5,10.1,1.5,1.2,39.7,6.9
"GM14549A-8",2.78,2.01,30.06,3.72,95.81,220.99,100.09,39.67,1.47,4.08,1.05,2.22,21.1,8.63,1.23,2.62,2.77,2.85,4.78,2.09,4.2,11.66,4.5,8.9,0.7,0.7,41.8,7.3,5.1,12.3,0.7,0.6,42.2,8.7
"GM14549A-9",0.35,2,28.12,2.01,95.74,225.42,192.27,42.38,1.84,3.71,1.05,2.23,20.65,4,1.13,2.58,0.97,3.37,2.9,1.13,4.27,6.93,3.7,7.6,1.1,0.9,41.2,6,4.3,12.1,0.9,0.9,41.1,8.1
"GM14574A-1",0.65,2.12,30.6,3.88,93.89,220.83,190.4,47.6,1.71,2.84,1.05,2.21,19.19,7.79,1.14,2.36,2.91,2.76,4.78,1.22,4.24,11.66,4.7,14.2,1.1,1.1,43.1,9.5,3.8,10,1.3,1.1,42.5,7
"GM14615B-10",0.15,2.44,30.15,3.53,95.66,227.3,224.4,48.35,1.35,2.55,1.05,2.25,18.89,9.1,1.22,2.62,2.8,2.82,4.48,2.03,4.31,10.92,10.7,22.9,2.7,1.3,44.6,17.2,6.3,15.2,2.9,1.5,43.9,10.6
"GM14616A-1",1.11,2,31.12,2.98,94.29,223.94,148.13,44.83,1.39,3,1.05,2.22,17.92,7.65,1.15,2.59,2.81,2.92,3.75,1.2,4.21,9.09, , , , , , , , , , , , 
"GM14616A-10",1.26,1.96,31.13,6.51,94.24,234.6,153.37,39.58,1.34,2.49,1.05,2.52,25.23,9.37,1.16,2.67,2.81,2.11,7.62,1.03,4.31,18.82,9.2,24.7,1.1,0.8,41.5,17.1,8.8,23.2,0.9,0.7,42.1,15.9
"GM14616A-3",-0.21,2.41,31.57,5.3,93.58,217.05,198.3,46.9,1.38,2.52,1.05,1.96,23.01,8.76,1.15,2.66,1.9,2.47,6.38,1.06,4.31,15.71,3.5,12,2.7,1.5,44.6,6.4,5.3,12.5,2.5,1.4,44.7,9.2
"GM14616A-5",0.18,2.75,29.44,5.46,95.54,231.91,209.24,48.27,1.47,2.75,1.05,2.23,24.02,11.19,1.14,2.59,1.01,2.1,7.02,1.08,4.08,17.3,0,1.7,3.2,1.9,43.7,-1.3,5.1,11.8,2.6,1.5,42.9,8.7
"GM14616A-7",1.15,2.78,29.17,4.21,95.77,183.43,124.5,37.76,1.31,3.48,1.05,2.24,20.86,10.64,1.11,2.63,1.11,2.37,5.48,1.16,4.32,13.44,6.3,17.7,2.3,1.1,37.6,10.8,6.7,16.5,2.2,1,38.2,11.7
"GM14724A-2",0.51,1.99, ,1.84,86.9,240.1,216.27,33.9,1.35,3.01,1.04,1.96,16.36,6.2,1.31,2.63,2.72,3.65,2.68,1.14,4.07,6.39, , , , , , , , , , , , 
"GM14724A-4",0.29,2.41,25.34,1.37,96.91,194.4,144.98,39.57,2.22,4.09,1.05,2.23,15.71,5.58,1.13,2.58,1.12,3.41,2.41,2.97,4.29,5.71, , ,1.1,1,38.8, , , ,1,0.9,39.2, 
"GM14725A-7",0.26,2.46,28.03,4.06,95.2,216.87,190.12,56.67,1.47,3.06,1.05,2.22,19.06,11.14,1.13,2.61,2.81,2.1,5.57,1.12,4.33,13.67, , , , , , , , , , , , 
"GM14759A-2",0.57,2.01,30.87,4.04,95.77,226.79,204.8,54.19,1.32,2.52,1.05,2.25,17.91,10.14,1.11,2.4,2.84,2.36,5.14,1.15,4.34,12.58,4.3,7.1,3.3,1.7,42.1,4.8,3.6,8.1,2.7,1.6,42,5.8
"GM14761A-1",2.71,2.03,31.51,2.99,95.45,196.41,95.66,39.19,1.41,3.47,1.05,2.23,16.87,8.05,1.12,2.62,2.81,2.87,3.91,1.14,4.33,9.48,4.1,5.7,0.3,0.6,40.8,6.2,3.8,9.8,0.5,0.5,40.8,6.8
"GM14761A-10",0.46,2.01,30.78,3.48,95.55,216.18,176.17,46.65,1.45,2.69,1.05,2.21,19.76,8.07,1.13,2.61,2.84,2.47,4.38,1.18,4.22,10.67,2.6,3.2,1.1,0.8,39.4,4,4.2,10.4,0.9,0.8,40,7.3
"GM14761A-3",3.15,2.34,28.33,3.1,96.88,214.12,99.35,39.61,1.48,3.42,1.05,2.25,16.44,7.54,1.14,2.57,2.75,2.54,4.21,1.12,4.17,10.23,6.9,29.8,0.9,0.3,40.9,17.1,6.8,20.5,1.2,0.9,40.7,13.7
"GM14762A-6",2.77,2.01,31.14,3.96,95.71,264.57,124.18,49.77,1.89,2.65,1.05,2.22,20.89,7.01,1.23,2.62,1.06,2.84,4.91,1.15,4.34,11.99,4.4,12,0.9,0.8,43.3,9,6.7,15.7,1.1,0.7,43,11.1
"GM14764A-1",0.41,2.08,26.82,3.21,95.51,223.41,195.21,51.42,1.41,2.22,1.05,2.26,20.58,7.05,1.24,2.36,2.8,2.49,4.58,1.15,4.28,11.17,4,6.8,1.5,0.8,41.5,4.9,5.1,11.7,1.2,0.8,41.6,8.4
"GM14764A-4",0.18,2.06,30.24,2.9,96.02,197.36,173.29,39.25,1.41,3.46,1.05,2.23,20.35,8.79,1.22,2.62,2.8,2.84,3.95,1.11,4.2,9.58, , , , , , , , , , , , 
"GM14764A-6",0.29,2.04,29.98,2.18,72.19,240.18,230.61,51.59,1.33,2.04,1.09,2.25,13.75,6.39,1.22,3.1,2.81,2.83,3.14,1.11,4.06,7.53,8.7,30.9,1.2,0.7,42.4,19.4,8.2,25.4,1.1,0.8,42.9,16.8
"GM14764A-9",0.42,2,29.23,2.61,80.42,207.78,171.54,54.98,1.41,2.51,1.05,2.51,14.84,6.75,1.23,2.62,2.83,2.87,3.61,1.15,4.08,8.74,6,12.5,1.9,1.4,44.1,8.5,5.1,12.7,1.6,1.4,43.9,8.8
"GM14781A-2",1.18,2.4,28.47,3.28,96.78,204.33,122.63,49.69,2.28,3.62,1.05,2.22,19.81,9.13,1.14,2.61,2.77,2.52,4.56,1.07,4.31,11.12,3.3,-2.8,2.3,1.6,46.9,5.4,5,11.4,1.8,1.1,45.3,8.1
"GM14781A-3",0.78,2.08,28.7,3.29,94.68,224.51,99.22,54.84,1.4,2.61,1.05,2.24,17.85,8.66,1.13,2.38,2.8,2.49,4.53,1.1,4.32,11.03,3.1,8.6,1.5,1.3,42.6,7,4.1,12.8,1.3,1.2,42.7,8.5
"GM14783A-4",0.51,2,29.32,2.73,94.45,229.86,205.02,50.89,1.39,2.08,1.05,2.22,19.23,7.3,1.15,2.36,1.11,2.91,3.67,1.19,4.18,8.89,21.6,44.8,1.4,1.1,42.7,33.3,16,31.5,1.4,1.2,42.2,23.6
"GM14783A-6",0.28,1.99,30.15,3.03,96.1,214.78,177.66,48.42,1.47,3.67,1.05,2.24,18.48,7.03,1.24,2.58,2.76,2.95,4,1.1,4.33,9.71,14.3,28.5,0.5,-0.2,44.6,22.2,10.1,23.3,1.2,0.4,43.7,16.5
"GM14790A-2",2.35,2.03,31.94,2.86,95.39,211.99,112.54,44.55,1.33,2.95,1.05,2.22,15.14,7.23,1.32,2.38,2.87,2.8,3.63,1.18,4.24,8.76,1.9,6.8,1,1.1,41.7,3.2,5.1,10.8,1.1,0.9,41.6,7.9
"GM14798A-10",2.35,2.46,29.63,4.37,95.14,228.62,134.96,58.68,1.2,2.46,1.05,2.22,21.45,9.38,1.12,2.39,2.88,2.36,5.62,1.2,4.32,13.78,6.9,20.6,1.8,1.4,42.2,12.8,7.6,18.7,1.7,1.3,42.3,13.2
"GM14798A-4",3.32,2.06,28.26,2.99,95.8,207.86,105.99,37.3,1.52,3,1.05,2.23,18.69,6.64,1.15,2.59,2.83,2.97,3.97,3.01,4.04,9.63,16.6,32.6,1.6,1.5,41,24.2,13,28.2,1.2,1,41.3,20.6
"GM14798A-5",0.04,2.45,26.57,3.04,94.74,252.26,253.14,80.49,1.82,2.46,1.05,2.25,21.01,10.21,1.14,2.63,2.79,2.82,4.58,1.08,4.31,11.16,8.6,22,0.9,0.6,42.9,15.3,8.8,20.2,0.8,0.5,42.9,14.6
"GM14798A-9",3.36,2.01,28.09,4.27,95.45,245.74,110.19,43.99,1.42,2.68,1.05,2.24,20.7,8.47,1.22,2.63,1.94,2.4,5.66,1.14,4.32,13.9, , , , , , , , , , , , 
"GM14806A-9",0.39,2.01,29.85,3.34,95.51,225.3,196.11,52.68,1.43,2.69,1.05,2.24,19.93,9.51,1.12,2.39,2.82,2.41,4.35,2.07,4.33,10.59, , , , , , , , , , , , 
"GM14807B-2",0.31,2.46,26.14,3.12,95.19,214.18,183.31,50.26,1.44,2.57,1.05,2.22,19.57,9.2,1.13,2.13,2.81,2.54,4.67,1.14,4.21,11.39,8.9,29.3,4,2,42.2,18.8,8.4,25.1,3.6,1.7,41.9,16.7
"GM14807B-3",1.46,2.76,29.12,3.99,96.11,223.3,172.16,37.08,1.47,2.75,1.05,2.24,20.71,8.73,1.14,2.58,1.02,2.54,5.27,1.11,4.36,12.9,5.4,11,3.3,1.8,42.2,7.8,4.9,12.7,2.8,1.6,42.3,8.9
